ID,Produto,Categoria,Preço,Quantidade,Data_Venda,Vendedor
4511,Produto A,Categoria 2,62.15,13,2035-05-08,Vendedor 1
4512,Produto A,Categoria 2,91.2,10,2035-05-09,Vendedor 3
4513,Produto A,Categoria 1,11.07,9,2035-05-10,Vendedor 2
4514,Produto B,Categoria 1,54.87,13,2035-05-11,Vendedor 2
4515,Produto A,Categoria 1,41.5,3,2035-05-12,Vendedor 1
4516,Produto B,Categoria 3,62.23,3,2035-05-13,Vendedor 1
4517,Produto C,Categoria 3,30.29,1,2035-05-14,Vendedor 2
4518,Produto A,Categoria 2,15.84,2,2035-05-15,Vendedor 1
4519,Produto B,Categoria 1,66.33,11,2035-05-16,Vendedor 1
4520,Produto B,Categoria 1,47.52,14,2035-05-17,Vendedor 3
4521,Produto A,Categoria 1,66.02,10,2035-05-18,Vendedor 2
4522,Produto C,Categoria 1,28.95,7,2035-05-19,Vendedor 3
4523,Produto B,Categoria 3,40.49,1,2035-05-20,Vendedor 1
4524,Produto A,Categoria 2,60.55,7,2035-05-21,Vendedor 2
4525,Produto C,Categoria 2,63.38,15,2035-05-22,Vendedor 1
4526,Produto B,Categoria 3,43.51,11,2035-05-23,Vendedor 1
4527,Produto B,Categoria 1,35.2,6,2035-05-24,Vendedor 2
4528,Produto C,Categoria 2,34.63,7,2035-05-25,Vendedor 1
4529,Produto C,Categoria 2,25.72,7,2035-05-26,Vendedor 3
4530,Produto A,Categoria 3,39.29,1,2035-05-27,Vendedor 2
4531,Produto A,Categoria 1,27.95,10,2035-05-28,Vendedor 1
4532,Produto B,Categoria 2,67.04,15,2035-05-29,Vendedor 1
4533,Produto C,Categoria 1,61.22,8,2035-05-30,Vendedor 1
4534,Produto C,Categoria 2,44.43,19,2035-05-31,Vendedor 2
4535,Produto C,Categoria 3,39.32,3,2035-06-01,Vendedor 3
4536,Produto B,Categoria 1,31.39,15,2035-06-02,Vendedor 1
4537,Produto C,Categoria 3,58.19,4,2035-06-03,Vendedor 1
4538,Produto C,Categoria 2,92.7,6,2035-06-04,Vendedor 1
4539,Produto B,Categoria 3,71.71,10,2035-06-05,Vendedor 2
4540,Produto A,Categoria 3,77.0,18,2035-06-06,Vendedor 1
4541,Produto A,Categoria 3,85.09,16,2035-06-07,Vendedor 1
4542,Produto B,Categoria 2,41.65,18,2035-06-08,Vendedor 1
4543,Produto C,Categoria 1,15.66,6,2035-06-09,Vendedor 2
4544,Produto B,Categoria 3,66.03,19,2035-06-10,Vendedor 3
4545,Produto A,Categoria 1,26.98,17,2035-06-11,Vendedor 2
4546,Produto A,Categoria 2,61.21,18,2035-06-12,Vendedor 3
4547,Produto B,Categoria 1,76.56,13,2035-06-13,Vendedor 3
4548,Produto B,Categoria 3,80.53,7,2035-06-14,Vendedor 2
4549,Produto A,Categoria 3,37.17,12,2035-06-15,Vendedor 1
4550,Produto B,Categoria 3,56.12,2,2035-06-16,Vendedor 3
4551,Produto A,Categoria 3,65.89,12,2035-06-17,Vendedor 1
4552,Produto B,Categoria 3,83.75,12,2035-06-18,Vendedor 3
4553,Produto B,Categoria 3,78.52,4,2035-06-19,Vendedor 1
4554,Produto B,Categoria 2,98.92,4,2035-06-20,Vendedor 1
4555,Produto A,Categoria 2,10.73,18,2035-06-21,Vendedor 2
4556,Produto B,Categoria 2,49.37,16,2035-06-22,Vendedor 1
4557,Produto A,Categoria 1,33.04,14,2035-06-23,Vendedor 3
4558,Produto A,Categoria 1,20.79,17,2035-06-24,Vendedor 1
4559,Produto B,Categoria 2,92.04,17,2035-06-25,Vendedor 1
4560,Produto B,Categoria 1,99.82,3,2035-06-26,Vendedor 1
4561,Produto A,Categoria 1,26.25,6,2035-06-27,Vendedor 3
4562,Produto A,Categoria 3,13.46,13,2035-06-28,Vendedor 3
4563,Produto C,Categoria 3,34.75,9,2035-06-29,Vendedor 3
4564,Produto A,Categoria 1,85.14,9,2035-06-30,Vendedor 1
4565,Produto C,Categoria 1,36.45,8,2035-07-01,Vendedor 2
4566,Produto C,Categoria 2,15.12,17,2035-07-02,Vendedor 3
4567,Produto C,Categoria 1,14.72,16,2035-07-03,Vendedor 1
4568,Produto B,Categoria 3,48.47,16,2035-07-04,Vendedor 3
4569,Produto B,Categoria 1,93.86,19,2035-07-05,Vendedor 2
4570,Produto A,Categoria 2,35.73,16,2035-07-06,Vendedor 1
4571,Produto C,Categoria 3,48.44,14,2035-07-07,Vendedor 3
4572,Produto B,Categoria 3,19.17,14,2035-07-08,Vendedor 3
4573,Produto B,Categoria 3,54.42,14,2035-07-09,Vendedor 2
4574,Produto B,Categoria 3,72.69,14,2035-07-10,Vendedor 3
4575,Produto B,Categoria 1,34.4,12,2035-07-11,Vendedor 1
4576,Produto B,Categoria 2,36.7,6,2035-07-12,Vendedor 1
4577,Produto C,Categoria 1,85.78,13,2035-07-13,Vendedor 2
4578,Produto C,Categoria 1,10.93,16,2035-07-14,Vendedor 2
4579,Produto C,Categoria 3,67.28,9,2035-07-15,Vendedor 2
4580,Produto C,Categoria 2,45.45,2,2035-07-16,Vendedor 1
4581,Produto A,Categoria 3,36.85,3,2035-07-17,Vendedor 2
4582,Produto C,Categoria 1,69.18,10,2035-07-18,Vendedor 3
4583,Produto B,Categoria 1,85.12,2,2035-07-19,Vendedor 3
4584,Produto C,Categoria 3,60.26,10,2035-07-20,Vendedor 1
4585,Produto A,Categoria 1,12.8,8,2035-07-21,Vendedor 3
4586,Produto B,Categoria 1,51.53,17,2035-07-22,Vendedor 2
4587,Produto C,Categoria 3,51.65,1,2035-07-23,Vendedor 3
4588,Produto C,Categoria 1,58.94,6,2035-07-24,Vendedor 2
4589,Produto C,Categoria 2,70.39,7,2035-07-25,Vendedor 3
4590,Produto B,Categoria 3,11.74,15,2035-07-26,Vendedor 1
4591,Produto B,Categoria 2,55.18,18,2035-07-27,Vendedor 2
4592,Produto A,Categoria 1,62.95,9,2035-07-28,Vendedor 3
4593,Produto B,Categoria 1,40.9,8,2035-07-29,Vendedor 1
4594,Produto B,Categoria 3,70.15,10,2035-07-30,Vendedor 3
4595,Produto C,Categoria 1,30.54,4,2035-07-31,Vendedor 1
4596,Produto B,Categoria 3,38.56,8,2035-08-01,Vendedor 3
4597,Produto C,Categoria 3,96.65,1,2035-08-02,Vendedor 2
4598,Produto C,Categoria 3,41.33,8,2035-08-03,Vendedor 2
4599,Produto B,Categoria 3,41.19,12,2035-08-04,Vendedor 2
4600,Produto A,Categoria 3,63.61,15,2035-08-05,Vendedor 2
4601,Produto A,Categoria 2,97.39,13,2035-08-06,Vendedor 2
4602,Produto B,Categoria 3,98.48,16,2035-08-07,Vendedor 3
4603,Produto A,Categoria 2,62.17,18,2035-08-08,Vendedor 3
4604,Produto C,Categoria 1,10.1,1,2035-08-09,Vendedor 3
4605,Produto C,Categoria 3,91.06,17,2035-08-10,Vendedor 3
4606,Produto B,Categoria 1,61.32,16,2035-08-11,Vendedor 2
4607,Produto A,Categoria 3,42.94,5,2035-08-12,Vendedor 1
4608,Produto A,Categoria 2,84.63,10,2035-08-13,Vendedor 2
4609,Produto C,Categoria 2,45.98,6,2035-08-14,Vendedor 3
4610,Produto B,Categoria 2,13.06,12,2035-08-15,Vendedor 2
4611,Produto A,Categoria 1,83.9,10,2035-08-16,Vendedor 2
4612,Produto B,Categoria 3,59.13,17,2035-08-17,Vendedor 2
4613,Produto A,Categoria 1,40.43,2,2035-08-18,Vendedor 1
4614,Produto C,Categoria 2,32.58,19,2035-08-19,Vendedor 2
4615,Produto C,Categoria 1,63.44,6,2035-08-20,Vendedor 2
4616,Produto B,Categoria 2,28.72,13,2035-08-21,Vendedor 1
4617,Produto C,Categoria 2,39.15,9,2035-08-22,Vendedor 2
4618,Produto A,Categoria 2,67.29,12,2035-08-23,Vendedor 2
4619,Produto C,Categoria 3,89.34,18,2035-08-24,Vendedor 2
4620,Produto B,Categoria 3,57.96,8,2035-08-25,Vendedor 2
4621,Produto B,Categoria 2,78.32,18,2035-08-26,Vendedor 2
4622,Produto B,Categoria 1,78.68,2,2035-08-27,Vendedor 3
4623,Produto A,Categoria 1,69.79,8,2035-08-28,Vendedor 2
4624,Produto A,Categoria 3,32.13,10,2035-08-29,Vendedor 1
4625,Produto A,Categoria 2,88.01,9,2035-08-30,Vendedor 2
4626,Produto A,Categoria 1,49.26,18,2035-08-31,Vendedor 3
4627,Produto A,Categoria 2,13.98,8,2035-09-01,Vendedor 1
4628,Produto C,Categoria 1,32.02,19,2035-09-02,Vendedor 1
4629,Produto A,Categoria 3,78.9,3,2035-09-03,Vendedor 2
4630,Produto A,Categoria 2,16.22,9,2035-09-04,Vendedor 3
4631,Produto C,Categoria 2,23.26,13,2035-09-05,Vendedor 2
4632,Produto A,Categoria 1,72.48,9,2035-09-06,Vendedor 3
4633,Produto B,Categoria 1,90.33,12,2035-09-07,Vendedor 3
4634,Produto A,Categoria 1,67.04,13,2035-09-08,Vendedor 2
4635,Produto A,Categoria 2,30.01,8,2035-09-09,Vendedor 3
4636,Produto B,Categoria 3,14.81,15,2035-09-10,Vendedor 2
4637,Produto B,Categoria 3,65.36,13,2035-09-11,Vendedor 3
4638,Produto B,Categoria 1,14.27,13,2035-09-12,Vendedor 1
4639,Produto B,Categoria 3,65.14,17,2035-09-13,Vendedor 2
4640,Produto A,Categoria 1,30.3,15,2035-09-14,Vendedor 3
4641,Produto B,Categoria 3,91.42,19,2035-09-15,Vendedor 1
4642,Produto B,Categoria 2,52.76,3,2035-09-16,Vendedor 1
4643,Produto C,Categoria 1,30.15,14,2035-09-17,Vendedor 1
4644,Produto B,Categoria 3,86.78,10,2035-09-18,Vendedor 1
4645,Produto B,Categoria 2,32.86,17,2035-09-19,Vendedor 2
4646,Produto C,Categoria 3,37.59,8,2035-09-20,Vendedor 3
4647,Produto C,Categoria 2,85.09,18,2035-09-21,Vendedor 1
4648,Produto A,Categoria 2,37.79,12,2035-09-22,Vendedor 3
4649,Produto C,Categoria 3,46.91,17,2035-09-23,Vendedor 3
4650,Produto A,Categoria 3,41.29,11,2035-09-24,Vendedor 3
4651,Produto C,Categoria 2,20.48,9,2035-09-25,Vendedor 2
4652,Produto C,Categoria 2,13.5,15,2035-09-26,Vendedor 2
4653,Produto A,Categoria 2,75.21,9,2035-09-27,Vendedor 1
4654,Produto C,Categoria 1,68.06,12,2035-09-28,Vendedor 3
4655,Produto A,Categoria 2,35.41,11,2035-09-29,Vendedor 2
4656,Produto C,Categoria 1,36.6,17,2035-09-30,Vendedor 2
4657,Produto B,Categoria 2,95.05,6,2035-10-01,Vendedor 2
4658,Produto C,Categoria 1,98.89,8,2035-10-02,Vendedor 1
4659,Produto A,Categoria 2,52.61,10,2035-10-03,Vendedor 2
4660,Produto C,Categoria 2,82.22,15,2035-10-04,Vendedor 3
4661,Produto A,Categoria 2,76.3,4,2035-10-05,Vendedor 2
4662,Produto A,Categoria 3,36.76,18,2035-10-06,Vendedor 2
4663,Produto B,Categoria 3,15.27,11,2035-10-07,Vendedor 1
4664,Produto B,Categoria 2,22.83,9,2035-10-08,Vendedor 3
4665,Produto A,Categoria 1,85.45,9,2035-10-09,Vendedor 2
4666,Produto C,Categoria 1,75.81,8,2035-10-10,Vendedor 3
4667,Produto A,Categoria 2,69.79,3,2035-10-11,Vendedor 3
4668,Produto A,Categoria 3,21.76,18,2035-10-12,Vendedor 2
4669,Produto C,Categoria 1,67.59,14,2035-10-13,Vendedor 1
4670,Produto C,Categoria 3,79.49,3,2035-10-14,Vendedor 3
4671,Produto C,Categoria 1,87.45,17,2035-10-15,Vendedor 2
4672,Produto C,Categoria 2,11.19,4,2035-10-16,Vendedor 3
4673,Produto A,Categoria 3,71.6,18,2035-10-17,Vendedor 3
4674,Produto A,Categoria 1,11.72,15,2035-10-18,Vendedor 3
4675,Produto B,Categoria 2,73.62,19,2035-10-19,Vendedor 2
4676,Produto A,Categoria 2,67.21,6,2035-10-20,Vendedor 3
4677,Produto C,Categoria 2,23.35,15,2035-10-21,Vendedor 3
4678,Produto B,Categoria 3,78.95,7,2035-10-22,Vendedor 1
4679,Produto C,Categoria 3,16.15,12,2035-10-23,Vendedor 2
4680,Produto A,Categoria 2,84.38,16,2035-10-24,Vendedor 2
4681,Produto B,Categoria 3,33.57,9,2035-10-25,Vendedor 3
4682,Produto C,Categoria 1,72.0,5,2035-10-26,Vendedor 1
4683,Produto B,Categoria 2,93.13,11,2035-10-27,Vendedor 3
4684,Produto B,Categoria 2,40.58,2,2035-10-28,Vendedor 3
4685,Produto A,Categoria 3,55.26,16,2035-10-29,Vendedor 2
4686,Produto C,Categoria 2,51.68,4,2035-10-30,Vendedor 1
4687,Produto B,Categoria 1,24.19,5,2035-10-31,Vendedor 3
4688,Produto B,Categoria 3,63.13,7,2035-11-01,Vendedor 2
4689,Produto C,Categoria 3,76.87,6,2035-11-02,Vendedor 3
4690,Produto B,Categoria 2,92.52,10,2035-11-03,Vendedor 3
4691,Produto B,Categoria 2,86.57,14,2035-11-04,Vendedor 1
4692,Produto B,Categoria 2,55.9,8,2035-11-05,Vendedor 1
4693,Produto C,Categoria 3,74.71,14,2035-11-06,Vendedor 1
4694,Produto C,Categoria 2,82.07,14,2035-11-07,Vendedor 3
4695,Produto C,Categoria 1,54.41,3,2035-11-08,Vendedor 1
4696,Produto C,Categoria 2,20.39,1,2035-11-09,Vendedor 2
4697,Produto A,Categoria 2,49.41,9,2035-11-10,Vendedor 3
4698,Produto B,Categoria 3,85.82,9,2035-11-11,Vendedor 1
4699,Produto C,Categoria 2,63.7,2,2035-11-12,Vendedor 3
4700,Produto B,Categoria 3,75.2,16,2035-11-13,Vendedor 3
4701,Produto B,Categoria 2,26.67,8,2035-11-14,Vendedor 2
4702,Produto A,Categoria 1,96.79,6,2035-11-15,Vendedor 2
4703,Produto C,Categoria 1,46.37,13,2035-11-16,Vendedor 2
4704,Produto C,Categoria 3,68.83,1,2035-11-17,Vendedor 3
4705,Produto B,Categoria 3,11.7,19,2035-11-18,Vendedor 3
4706,Produto C,Categoria 2,21.46,15,2035-11-19,Vendedor 2
4707,Produto B,Categoria 2,80.38,1,2035-11-20,Vendedor 3
4708,Produto B,Categoria 1,97.12,10,2035-11-21,Vendedor 2
4709,Produto A,Categoria 2,38.8,1,2035-11-22,Vendedor 2
4710,Produto A,Categoria 1,13.35,12,2035-11-23,Vendedor 1
4711,Produto A,Categoria 3,42.48,11,2035-11-24,Vendedor 2
4712,Produto B,Categoria 2,11.57,17,2035-11-25,Vendedor 1
4713,Produto C,Categoria 3,27.31,4,2035-11-26,Vendedor 2
4714,Produto A,Categoria 2,77.72,7,2035-11-27,Vendedor 3
4715,Produto C,Categoria 1,94.34,12,2035-11-28,Vendedor 1
4716,Produto A,Categoria 3,17.87,13,2035-11-29,Vendedor 3
4717,Produto A,Categoria 3,60.21,5,2035-11-30,Vendedor 3
4718,Produto B,Categoria 2,32.85,6,2035-12-01,Vendedor 2
4719,Produto A,Categoria 3,22.52,2,2035-12-02,Vendedor 2
4720,Produto A,Categoria 1,29.71,7,2035-12-03,Vendedor 3
4721,Produto B,Categoria 3,62.0,14,2035-12-04,Vendedor 2
4722,Produto C,Categoria 3,15.86,14,2035-12-05,Vendedor 2
4723,Produto A,Categoria 2,49.08,10,2035-12-06,Vendedor 2
4724,Produto B,Categoria 3,22.17,4,2035-12-07,Vendedor 3
4725,Produto A,Categoria 2,34.54,3,2035-12-08,Vendedor 1
4726,Produto B,Categoria 2,27.17,14,2035-12-09,Vendedor 1
4727,Produto C,Categoria 3,89.47,6,2035-12-10,Vendedor 3
4728,Produto C,Categoria 1,73.72,15,2035-12-11,Vendedor 2
4729,Produto B,Categoria 2,88.16,8,2035-12-12,Vendedor 2
4730,Produto B,Categoria 3,44.51,5,2035-12-13,Vendedor 1
4731,Produto B,Categoria 2,38.21,3,2035-12-14,Vendedor 3
4732,Produto C,Categoria 1,44.25,3,2035-12-15,Vendedor 3
4733,Produto A,Categoria 1,11.67,13,2035-12-16,Vendedor 2
4734,Produto C,Categoria 2,75.22,2,2035-12-17,Vendedor 2
4735,Produto B,Categoria 1,41.48,1,2035-12-18,Vendedor 2
4736,Produto B,Categoria 3,38.2,12,2035-12-19,Vendedor 3
4737,Produto C,Categoria 3,63.83,8,2035-12-20,Vendedor 1
4738,Produto B,Categoria 2,49.26,19,2035-12-21,Vendedor 3
4739,Produto C,Categoria 1,98.28,9,2035-12-22,Vendedor 3
4740,Produto B,Categoria 3,42.06,14,2035-12-23,Vendedor 3
4741,Produto A,Categoria 3,65.25,18,2035-12-24,Vendedor 1
4742,Produto A,Categoria 3,38.05,10,2035-12-25,Vendedor 2
4743,Produto B,Categoria 2,99.15,9,2035-12-26,Vendedor 2
4744,Produto C,Categoria 2,50.06,6,2035-12-27,Vendedor 3
4745,Produto A,Categoria 3,67.07,1,2035-12-28,Vendedor 3
4746,Produto C,Categoria 3,21.4,5,2035-12-29,Vendedor 1
4747,Produto B,Categoria 1,75.97,10,2035-12-30,Vendedor 1
4748,Produto C,Categoria 1,34.23,13,2035-12-31,Vendedor 2
4749,Produto A,Categoria 1,50.38,4,2036-01-01,Vendedor 3
4750,Produto C,Categoria 2,89.48,1,2036-01-02,Vendedor 1
4751,Produto C,Categoria 3,97.35,2,2036-01-03,Vendedor 1
4752,Produto B,Categoria 2,48.21,4,2036-01-04,Vendedor 3
4753,Produto B,Categoria 3,85.13,17,2036-01-05,Vendedor 3
4754,Produto B,Categoria 1,14.8,10,2036-01-06,Vendedor 3
4755,Produto A,Categoria 1,86.28,12,2036-01-07,Vendedor 3
4756,Produto A,Categoria 1,66.66,2,2036-01-08,Vendedor 3
4757,Produto B,Categoria 1,53.98,3,2036-01-09,Vendedor 3
4758,Produto B,Categoria 3,90.1,14,2036-01-10,Vendedor 1
4759,Produto A,Categoria 1,86.08,15,2036-01-11,Vendedor 3
4760,Produto A,Categoria 3,36.73,13,2036-01-12,Vendedor 2
4761,Produto A,Categoria 3,81.23,9,2036-01-13,Vendedor 3
4762,Produto A,Categoria 2,18.95,2,2036-01-14,Vendedor 2
4763,Produto B,Categoria 1,84.05,19,2036-01-15,Vendedor 2
4764,Produto A,Categoria 1,70.79,16,2036-01-16,Vendedor 2
4765,Produto B,Categoria 2,17.91,11,2036-01-17,Vendedor 3
4766,Produto C,Categoria 3,71.48,12,2036-01-18,Vendedor 3
4767,Produto C,Categoria 1,62.25,1,2036-01-19,Vendedor 2
4768,Produto A,Categoria 3,63.51,2,2036-01-20,Vendedor 3
4769,Produto C,Categoria 2,36.18,16,2036-01-21,Vendedor 1
4770,Produto C,Categoria 3,33.98,2,2036-01-22,Vendedor 1
4771,Produto C,Categoria 1,78.63,19,2036-01-23,Vendedor 1
4772,Produto A,Categoria 3,33.11,10,2036-01-24,Vendedor 1
4773,Produto A,Categoria 3,50.16,19,2036-01-25,Vendedor 3
4774,Produto C,Categoria 1,72.53,10,2036-01-26,Vendedor 2
4775,Produto B,Categoria 1,17.17,16,2036-01-27,Vendedor 3
4776,Produto C,Categoria 3,63.51,13,2036-01-28,Vendedor 1
4777,Produto A,Categoria 3,63.04,16,2036-01-29,Vendedor 3
4778,Produto A,Categoria 2,71.58,18,2036-01-30,Vendedor 3
4779,Produto A,Categoria 1,43.29,8,2036-01-31,Vendedor 1
4780,Produto C,Categoria 3,50.41,18,2036-02-01,Vendedor 2
4781,Produto B,Categoria 1,39.7,13,2036-02-02,Vendedor 3
4782,Produto A,Categoria 2,82.74,7,2036-02-03,Vendedor 3
4783,Produto A,Categoria 3,21.75,18,2036-02-04,Vendedor 1
4784,Produto C,Categoria 3,96.67,6,2036-02-05,Vendedor 2
4785,Produto B,Categoria 3,67.14,9,2036-02-06,Vendedor 1
4786,Produto C,Categoria 1,89.82,6,2036-02-07,Vendedor 1
4787,Produto A,Categoria 2,48.36,18,2036-02-08,Vendedor 3
4788,Produto B,Categoria 1,39.91,17,2036-02-09,Vendedor 2
4789,Produto B,Categoria 3,91.07,12,2036-02-10,Vendedor 1
4790,Produto A,Categoria 2,18.9,3,2036-02-11,Vendedor 3
4791,Produto B,Categoria 3,20.54,5,2036-02-12,Vendedor 1
4792,Produto B,Categoria 3,36.94,7,2036-02-13,Vendedor 3
4793,Produto C,Categoria 1,96.38,10,2036-02-14,Vendedor 2
4794,Produto A,Categoria 3,66.98,10,2036-02-15,Vendedor 1
4795,Produto A,Categoria 2,59.88,19,2036-02-16,Vendedor 2
4796,Produto A,Categoria 3,73.48,4,2036-02-17,Vendedor 2
4797,Produto A,Categoria 3,47.57,10,2036-02-18,Vendedor 3
4798,Produto A,Categoria 1,78.23,18,2036-02-19,Vendedor 1
4799,Produto B,Categoria 2,45.39,3,2036-02-20,Vendedor 1
4800,Produto C,Categoria 1,84.37,3,2036-02-21,Vendedor 3
4801,Produto A,Categoria 3,34.06,5,2036-02-22,Vendedor 3
4802,Produto C,Categoria 1,34.98,16,2036-02-23,Vendedor 2
4803,Produto C,Categoria 1,57.01,13,2036-02-24,Vendedor 1
4804,Produto B,Categoria 1,48.77,11,2036-02-25,Vendedor 1
4805,Produto A,Categoria 1,68.33,13,2036-02-26,Vendedor 3
4806,Produto B,Categoria 3,42.79,19,2036-02-27,Vendedor 3
4807,Produto A,Categoria 3,30.75,6,2036-02-28,Vendedor 3
4808,Produto B,Categoria 2,52.28,13,2036-02-29,Vendedor 1
4809,Produto C,Categoria 1,60.49,4,2036-03-01,Vendedor 1
4810,Produto A,Categoria 1,22.83,5,2036-03-02,Vendedor 2
4811,Produto C,Categoria 2,60.1,19,2036-03-03,Vendedor 3
4812,Produto C,Categoria 1,38.73,5,2036-03-04,Vendedor 2
4813,Produto B,Categoria 2,45.32,14,2036-03-05,Vendedor 1
4814,Produto A,Categoria 3,35.14,4,2036-03-06,Vendedor 2
4815,Produto C,Categoria 2,93.83,12,2036-03-07,Vendedor 2
4816,Produto B,Categoria 1,71.5,6,2036-03-08,Vendedor 2
4817,Produto A,Categoria 2,33.62,19,2036-03-09,Vendedor 3
4818,Produto A,Categoria 3,68.05,10,2036-03-10,Vendedor 1
4819,Produto C,Categoria 1,86.37,1,2036-03-11,Vendedor 3
4820,Produto A,Categoria 3,46.15,16,2036-03-12,Vendedor 2
4821,Produto C,Categoria 3,84.7,4,2036-03-13,Vendedor 3
4822,Produto A,Categoria 2,23.9,9,2036-03-14,Vendedor 1
4823,Produto B,Categoria 3,84.05,18,2036-03-15,Vendedor 1
4824,Produto C,Categoria 1,58.63,17,2036-03-16,Vendedor 2
4825,Produto C,Categoria 3,30.07,15,2036-03-17,Vendedor 2
4826,Produto A,Categoria 3,46.64,19,2036-03-18,Vendedor 3
4827,Produto A,Categoria 2,98.92,7,2036-03-19,Vendedor 1
4828,Produto C,Categoria 3,80.52,18,2036-03-20,Vendedor 1
4829,Produto A,Categoria 2,61.76,6,2036-03-21,Vendedor 3
4830,Produto B,Categoria 2,20.36,19,2036-03-22,Vendedor 1
4831,Produto A,Categoria 1,47.6,12,2036-03-23,Vendedor 2
4832,Produto B,Categoria 1,33.67,3,2036-03-24,Vendedor 2
4833,Produto B,Categoria 1,16.39,1,2036-03-25,Vendedor 3
4834,Produto B,Categoria 1,58.8,5,2036-03-26,Vendedor 3
4835,Produto B,Categoria 2,90.03,1,2036-03-27,Vendedor 3
4836,Produto B,Categoria 3,70.8,8,2036-03-28,Vendedor 2
4837,Produto A,Categoria 1,32.47,7,2036-03-29,Vendedor 3
4838,Produto B,Categoria 1,61.62,15,2036-03-30,Vendedor 1
4839,Produto A,Categoria 1,94.89,11,2036-03-31,Vendedor 3
4840,Produto B,Categoria 3,75.06,18,2036-04-01,Vendedor 1
4841,Produto C,Categoria 1,72.05,14,2036-04-02,Vendedor 2
4842,Produto B,Categoria 3,97.13,9,2036-04-03,Vendedor 1
4843,Produto C,Categoria 2,81.9,5,2036-04-04,Vendedor 1
4844,Produto B,Categoria 2,22.3,4,2036-04-05,Vendedor 1
4845,Produto B,Categoria 2,41.29,12,2036-04-06,Vendedor 2
4846,Produto B,Categoria 3,96.86,1,2036-04-07,Vendedor 1
4847,Produto C,Categoria 1,54.07,13,2036-04-08,Vendedor 1
4848,Produto C,Categoria 1,20.05,1,2036-04-09,Vendedor 3
4849,Produto B,Categoria 1,51.27,3,2036-04-10,Vendedor 3
4850,Produto A,Categoria 1,72.73,8,2036-04-11,Vendedor 3
4851,Produto B,Categoria 1,99.78,18,2036-04-12,Vendedor 1
4852,Produto C,Categoria 3,39.15,16,2036-04-13,Vendedor 1
4853,Produto B,Categoria 2,56.27,16,2036-04-14,Vendedor 2
4854,Produto C,Categoria 1,89.17,2,2036-04-15,Vendedor 1
4855,Produto C,Categoria 2,41.97,17,2036-04-16,Vendedor 1
4856,Produto C,Categoria 3,19.83,10,2036-04-17,Vendedor 2
4857,Produto B,Categoria 3,95.4,7,2036-04-18,Vendedor 1
4858,Produto C,Categoria 1,53.96,10,2036-04-19,Vendedor 2
4859,Produto C,Categoria 3,55.25,19,2036-04-20,Vendedor 2
4860,Produto B,Categoria 2,65.91,9,2036-04-21,Vendedor 3
4861,Produto C,Categoria 1,10.32,17,2036-04-22,Vendedor 1
4862,Produto B,Categoria 1,93.8,9,2036-04-23,Vendedor 3
4863,Produto C,Categoria 2,42.53,9,2036-04-24,Vendedor 1
4864,Produto A,Categoria 1,45.72,5,2036-04-25,Vendedor 3
4865,Produto A,Categoria 1,25.67,7,2036-04-26,Vendedor 2
4866,Produto C,Categoria 2,44.03,11,2036-04-27,Vendedor 2
4867,Produto A,Categoria 1,82.35,8,2036-04-28,Vendedor 2
4868,Produto B,Categoria 1,82.0,14,2036-04-29,Vendedor 2
4869,Produto A,Categoria 2,94.22,2,2036-04-30,Vendedor 1
4870,Produto C,Categoria 3,46.29,10,2036-05-01,Vendedor 1
4871,Produto C,Categoria 2,73.78,16,2036-05-02,Vendedor 3
4872,Produto B,Categoria 1,55.65,16,2036-05-03,Vendedor 1
4873,Produto C,Categoria 2,82.36,19,2036-05-04,Vendedor 1
4874,Produto B,Categoria 1,74.13,11,2036-05-05,Vendedor 3
4875,Produto A,Categoria 1,43.11,6,2036-05-06,Vendedor 2
4876,Produto A,Categoria 2,40.3,6,2036-05-07,Vendedor 3
4877,Produto B,Categoria 1,32.72,7,2036-05-08,Vendedor 3
4878,Produto B,Categoria 3,61.89,16,2036-05-09,Vendedor 2
4879,Produto C,Categoria 1,96.75,13,2036-05-10,Vendedor 3
4880,Produto A,Categoria 2,28.01,3,2036-05-11,Vendedor 3
4881,Produto B,Categoria 3,18.57,9,2036-05-12,Vendedor 3
4882,Produto A,Categoria 3,20.75,3,2036-05-13,Vendedor 1
4883,Produto B,Categoria 1,80.48,6,2036-05-14,Vendedor 2
4884,Produto A,Categoria 2,41.51,17,2036-05-15,Vendedor 2
4885,Produto C,Categoria 1,30.19,3,2036-05-16,Vendedor 3
4886,Produto A,Categoria 1,41.76,2,2036-05-17,Vendedor 1
4887,Produto A,Categoria 2,68.08,12,2036-05-18,Vendedor 2
4888,Produto A,Categoria 2,59.21,6,2036-05-19,Vendedor 2
4889,Produto A,Categoria 1,76.92,10,2036-05-20,Vendedor 3
4890,Produto A,Categoria 3,40.52,11,2036-05-21,Vendedor 3
4891,Produto C,Categoria 1,50.68,16,2036-05-22,Vendedor 3
4892,Produto B,Categoria 3,19.18,16,2036-05-23,Vendedor 2
4893,Produto A,Categoria 1,16.58,18,2036-05-24,Vendedor 3
4894,Produto C,Categoria 2,51.6,9,2036-05-25,Vendedor 3
